date_incident_concat,date_reported,year_reported,year_month_reported,year_qtr_reported,incident_id,nearest_port_code,nearest_port_name,nearest_port_state,nearest_port_lat,nearest_port_lng,incident_lat,incident_lng,fatalities,missing,casualties,survivors,female_casualties,male_casualties,child_casualties,cause_of_death_code,cause_of_death,cause_of_death_category,location_code,location_desc,url_code,url_desc,source_quality_code,source_desc
2017-07-02|31119,2017-07-02,2017,2017-7,2017-3,31119,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2200704,-98.1645255,1,0,1,1,,1,,131,Unknown,Unknown,1058,"Buena Suerte Ranch, Near Falfurrias, Brooks County, Texas",10229,http://bit.ly/2slt8Vz,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-07-06|43943,2017-07-06,2017,2017-7,2017-3,43943,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.065871010151,-98.125762939453,1,0,1,,,1,,131,Unknown,Unknown,1151,"Isabella Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2017-07-14|43947,2017-07-14,2017,2017-7,2017-3,43947,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.076876513024,-98.188934326172,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1062,"Cage Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2017-07-20|35427,2017-07-20,2017,2017-7,2017-3,35427,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.130476042248997,-98.23892848007799,1,0,1,,,,,131,Unknown,Unknown,1064,"Cage Ranch, near Falfurrias, Brooks County, Texas, USA",10240,"http://bit.ly/2tSS1b5, http://bit.ly/2tD3uQQ",5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-08-06|43949,2017-08-06,2017,2017-8,2017-3,43949,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.068316770825,-98.169708251953,1,0,1,,,1,,131,Unknown,Unknown,1037,"Benavides Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2017-08-07|42380,2017-08-07,2017,2017-8,2017-3,42380,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.473232450586,-97.891814566406,1,0,1,,,1,,118,Dehydration,Medical-related,1271,"Ranch near Kingsville, Kleberg County, Texas, USA",10461,https://usat.ly/2v8DzB7,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-08-10|43951,2017-08-10,2017,2017-8,2017-3,43951,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.095216616362,-98.21914672851601,1,0,1,,,1,,131,Unknown,Unknown,1177,"Mariposa Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2017-08-10|42381,2017-08-10,2017,2017-8,2017-3,42381,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.262036594691,-98.426972704199,1,0,1,,,1,,131,Unknown,Unknown,1549,"West Highway 285 with County Road 108, Brooks County, Texas",10259,http://bit.ly/2wAMcEY,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-08-22|43952,2017-08-22,2017,2017-8,2017-3,43952,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.090326215709,-98.18206787109399,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1167,"Laborcitas Creek Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2017-08-22|43953,2017-08-22,2017,2017-8,2017-3,43953,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.0273057,-98.2212979,1,0,1,,,1,,131,Unknown,Unknown,1092,"Dos Haches Quail Hunting Camp, Brooks County, Texas",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2017-08-31|43950,2017-08-31,2017,2017-8,2017-3,43950,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.1058788,-98.2058397,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1062,"Cage Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2017-09-02|43656,2017-09-02,2017,2017-9,2017-3,43656,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.117794426659998,-98.096328417578,1,0,1,,1,,,105,Exposure,Exposure,1110,"Elizitas Ranch, Brooks County, Texas, USA",10261,"http://bit.ly/2wKAS6u, http://bit.ly/2wb99K4",4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2017-09-06|43948,2017-09-06,2017,2017-9,2017-3,43948,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2403194,-98.2044504,1,0,1,,,,,135,Unknown (skeletal remains),Unknown,1167,"Laborcitas Creek Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2017-09-29|44178,2017-09-29,2017,2017-9,2017-3,44178,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.3447805,-98.5141977,1,0,1,,,,,131,Unknown,Unknown,1011,"44320 W Sevenmile Road, Sullivan City, Hidalgo County, Texas, USA",10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-10-01|43853,2017-10-01,2017,2017-10,2017-4,43853,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.255660044694,-98.66389675356399,1,0,1,,,,,135,Unknown (skeletal remains),Unknown,1198,"Near La Grulla, Starr County, Texas, USA",10260,http://bit.ly/2wC8yCp,1,one media source
2017-10-04|43854,2017-10-04,2017,2017-10,2017-4,43854,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2050726,-98.1565009,1,0,1,,1,,,131,Unknown,Unknown,1139,"Inside tractor trailer at Falfurrias Checkpoint on U.S. 281, Brooks Country, Texas, USA",10270,"http://bit.ly/2y5nxpN, http://bit.ly/2hYgYS4",4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2017-10-23|43907,2017-10-23,2017,2017-10,2017-4,43907,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.6215167,-98.7481167,8,0,8,,,,,131,Unknown,Unknown,1515,"Starr County, Texas, USA",10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-11-01|43920,2017-11-01,2017,2017-11,2017-4,43920,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.152473267425,-98.21352259628901,1,0,1,,,,,135,Unknown (skeletal remains),Unknown,1265,"Ranch near Falfurrias, Brooks County, Texas ",10069,http://bit.ly/2Angycv,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-11-29|44386,2017-11-29,2017,2017-11,2017-4,44386,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2403194,-98.2044504,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1168,"Laborcitas Creek Ranch, Falfurrias, Brooks County, Texas",10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-12-07|44021,2017-12-07,2017,2017-12,2017-4,44021,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.151251312948,-98.20322291367201,1,0,1,,,,,131,Unknown,Unknown,1265,"Ranch near Falfurrias, Brooks County, Texas ",10188,http://bit.ly/2jz49Pk,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-12-07|44387,2017-12-07,2017,2017-12,2017-4,44387,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2403194,-98.2044504,1,0,1,,,1,,109,Hypothermia,Exposure,1095,"Dos Jefes Pasture in Laborcitas Creek Ranch, Brooks County, Texas",10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-12-09|44388,2017-12-09,2017,2017-12,2017-4,44388,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.1093699,-98.2123346,2,0,2,,,2,,109,Hypothermia,Exposure,1061,"Cage Ranch, Brooks County, Texas",10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-12-09|44048,2017-12-09,2017,2017-12,2017-4,44048,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.205835954845,-98.140193069189,2,0,2,,,,,109,Hypothermia,Exposure,1196,"Near Highway 281, north of the Falfurrias U.S. Border Patrol checkpoint, Brooks County, Texas, USA",10080,http://bit.ly/2D14Ci9,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-12-09|44389,2017-12-09,2017,2017-12,2017-4,44389,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2403194,-98.2044504,3,0,3,,,3,,109,Hypothermia,Exposure,1096,"Dos Jefes Pasture, Laborcitas Creek Ranch, Brooks County, Texas",10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-12-14|44037,2017-12-14,2017,2017-12,2017-4,44037,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.07179562162,-98.265021009375,1,0,1,,,,,109,Hypothermia,Exposure,1264,"Ranch near Falfurrias, Brooks County, Texas",10080,http://bit.ly/2D14Ci9,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-12-31|44371,2017-12-31,2017,2017-12,2017-4,44371,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.995506,-98.7481167,2,0,2,,,,,129,Mixed,Mixed,1152,"Jim Hogg County, Texas, USA",10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-12-31|44391,2017-12-31,2017,2017-12,2017-4,44391,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.0273057,-98.2212979,2,0,2,,,,,129,Mixed,Mixed,1056,"Brooks County, Texas, USA",10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-01-02|44376,2018-01-02,2018,2018-1,2018-1,44376,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.1058052,-98.146774,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1176,"Mariposa Ranch near Falfurrias, Brooks County, Texas, USA",10085,"http://bit.ly/2EFoOHq, http://bit.ly/2FNkUvz",4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-01-02|44375,2018-01-02,2018,2018-1,2018-1,44375,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2474839,-98.3788079,1,0,1,,,,,131,Unknown,Unknown,1266,"Ranch near Falfurrias, Brooks County, Texas, USA",10085,"http://bit.ly/2EFoOHq, http://bit.ly/2FNkUvz",4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-01-20|45796,2018-01-20,2018,2018-1,2018-1,45796,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.1144162,-98.4270255,1,0,1,,,,,135,Unknown (skeletal remains),Unknown,1151,"Isabella Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-01-21|44104,2018-01-21,2018,2018-1,2018-1,44104,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.1941061,-98.0548259,5,0,5,,,5,,105,Exposure,Exposure,1170,"Lasater Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-01-31|44378,2018-01-31,2018,2018-1,2018-1,44378,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.2238448,-98.5968293,1,0,1,,,1,,102,Drowning,Drowning,1470,"Río Bravo, near La Ensenada in Poblado Venecia, Gustavo Díaz Ordaz, Tamaulipas, Mexico",10088,"http://bit.ly/2EbcEIw, http://bit.ly/2DYHPYs",3,multiple media reports
2018-02-05|45797,2018-02-05,2018,2018-2,2018-1,45797,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2636237,-98.3722684,1,0,1,,,,,135,Unknown (skeletal remains),Unknown,1109,"El Tule Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-02-12|44410,2018-02-12,2018,2018-2,2018-1,44410,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.256525231868,-98.600648765637,1,0,1,,,1,,102,Drowning,Drowning,1495,"Río Bravo, near San Miguel Nuevo, Gustavo Díaz Ordaz, Tamaulipas, Mexico",10090,"http://bit.ly/2F5A54j, http://bit.ly/2Gfq2sP",1,one media source
2018-02-15|44617,2018-02-15,2018,2018-2,2018-1,44617,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.1266376,-98.1861111,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1157,"King Ranch in Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-02-28|44658,2018-02-28,2018,2018-2,2018-1,44658,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.8291611,-98.365447,1,0,1,,,,,131,Unknown,Unknown,1166,"La Visnada Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-03-10|44675,2018-03-10,2018,2018-3,2018-1,44675,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.1536729,-98.3172529,1,0,1,,,1,,131,Unknown,Unknown,1097,"Dos Palomas Ranch near Falfurrias, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-03-20|45798,2018-03-20,2018,2018-3,2018-1,45798,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.0645936,-98.1443491,1,0,1,,1,,,131,Unknown,Unknown,1062,"Cage Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-04-01|45799,2018-04-01,2018,2018-4,2018-2,45799,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.0348724,-98.0672338,1,0,1,,,,,131,Unknown,Unknown,1158,"King Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-04-02|45800,2018-04-02,2018,2018-4,2018-2,45800,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.1192579,-98.2291293,1,0,1,,,1,,131,Unknown,Unknown,1062,"Cage Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-05-10|44796,2018-05-10,2018,2018-5,2018-2,44796,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2251015,-98.3998009,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1173,"Los Palos Ranch near Falfurrias, Brooks County, Texas ",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-05-11|45802,2018-05-11,2018,2018-5,2018-2,45802,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2542405,-98.3654793,1,0,1,,,1,,131,Unknown,Unknown,1159,"La Cantina Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-05-16|45803,2018-05-16,2018,2018-5,2018-2,45803,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.0469674,-98.2500554,1,0,1,,,,,131,Unknown,Unknown,1062,"Cage Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-05-23|44920,2018-05-23,2018,2018-5,2018-2,44920,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.1572959,-98.0664756,1,0,1,1,,1,,131,Unknown,Unknown,1249,"Private ranch, 198 County Road 226, near Falfurrias, Brooks County, Texas, USA",10348,https://bit.ly/2Jb3sqm,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-06-01|44919,2018-06-01,2018,2018-6,2018-2,44919,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.2434051,-98.5616885,1,0,1,,,,,104,Presumed drowning,Drowning,1387,"Río Bravo near 509 Felix Martinez, Los Ébanos, Hidalgo County, Texas, USA",10349,https://bit.ly/2Jfdfbu,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-06-04|44922,2018-06-04,2018,2018-6,2018-2,44922,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.18872,-98.172621,1,0,1,,,1,,131,Unknown,Unknown,1169,"Las Borcitas South Ranch near Falfurrias, Brooks County, Texas, USA",10350,https://bit.ly/2Jk42i9,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-06-13|45804,2018-06-13,2018,2018-6,2018-2,45804,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.9819963,-98.405339,1,0,1,,,1,,131,Unknown,Unknown,1153,"Jones Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-06-14|45805,2018-06-14,2018,2018-6,2018-2,45805,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.0756302,-98.4526138,1,0,1,,,1,,131,Unknown,Unknown,1151,"Isabella Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-06-16|45806,2018-06-16,2018,2018-6,2018-2,45806,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2469995,-98.4312437,1,0,1,,,1,,131,Unknown,Unknown,1258,"Ranch in Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-06-18|45807,2018-06-18,2018,2018-6,2018-2,45807,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.1817247,-98.3827415,1,0,1,,,1,,131,Unknown,Unknown,1171,"Los Compadres Ranch, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-06-22|44926,2018-06-22,2018,2018-6,2018-2,44926,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2637595,-98.3953063,1,0,1,,,,,135,Unknown (skeletal remains),Unknown,1174,"Los Palos Ranch near Falfurrias, Brooks County, Texas, USA",10343,https://bit.ly/2Ispe4v,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-06-23|45808,2018-06-23,2018,2018-6,2018-2,45808,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.0140839,-98.2920335,1,0,1,,,1,,131,Unknown,Unknown,1093,"Dos Haches Ranch near Falfurrias, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-06-23|45809,2018-06-23,2018,2018-6,2018-2,45809,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.1515352,-98.4470489,1,0,1,,,,,135,Unknown (skeletal remains),Unknown,1174,"Los Palos Ranch near Falfurrias, Brooks County, Texas, USA",10465,,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2018-06-27|44941,2018-06-27,2018,2018-6,2018-2,44941,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.292038352495,-98.56431964550801,1,0,1,,,1,,131,Unknown,Unknown,1276,"Ranch near Sullivan City, Hidalgo County, Texas, USA",10336,https://bit.ly/2IEgPuK,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-06-29|44943,2018-06-29,2018,2018-6,2018-2,44943,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.200119062524,-98.215582532813,1,0,1,1,,1,,131,Unknown,Unknown,1106,"El Pintor Ranch near Falfurrias, Brooks County, Texas ",10336,https://bit.ly/2IEgPuK,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-07-21|45751,2018-07-21,2018,2018-7,2018-3,45751,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.135738507782,-98.64676590664101,1,0,1,1,,1,,118,Dehydration,Medical-related,1268,"Ranch near Hebbronville, Jim Hogg County, Texas, USA",10352,https://bit.ly/2K2bPAY,1,one media source
2018-07-24|45757,2018-07-24,2018,2018-7,2018-3,45757,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.296039752680002,-98.565006291016,1,0,1,1,,1,,116,Cardiac arrest,Medical-related,1276,"Ranch near Sullivan City, Hidalgo County, Texas, USA",10365,https://bit.ly/2LPplcI,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-07-26|45793,2018-07-26,2018,2018-7,2018-3,45793,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.018368739267,-98.326540369141,1,0,1,,,,,131,Unknown,Unknown,1266,"Ranch near Falfurrias, Brooks County, Texas, USA",10445,https://bit.ly/2v3hXmS,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-08-24|45885,2018-08-24,2018,2018-8,2018-3,45885,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.263280364681002,-98.649906351343,1,0,1,,,,,131,Unknown,Unknown,1198,"Near La Grulla, Starr County, Texas, USA",10375,https://bit.ly/2MB2tSK,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-08-27|45892,2018-08-27,2018,2018-8,2018-3,45892,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.230363790235,-98.193377309015,1,0,1,,,1,,118,Dehydration,Medical-related,1285,"Ranch west of Falfurrias on U.S. Highway 285, Brooks County, Texas, USA",10434,https://bit.ly/2ozQ2YR,1,one media source
2018-09-20|45944,2018-09-20,2018,2018-9,2018-3,45944,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.19614935667,-98.190176649023,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1281,"Ranch north of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",10410,"https://bit.ly/2QcSy33, https://bit.ly/2OiyleI, https://bit.ly/2NElVtu",5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2017-09-06|43852,2017-09-06,2017,2017-9,2017-3,43852,2309,Progreso,Texas,26.061670000000003,-97.94889,26.918705110444,-97.684494289844,1,0,1,,,,,135,Unknown (skeletal remains),Unknown,1532,"Unspecified location in Kenedy County, Texas, USA",10195,http://bit.ly/2krs4jj,1,one media source
2018-09-21|45971,2018-09-21,2018,2018-9,2018-3,45971,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.02815560347,-98.209467310059,1,0,1,,1,,,131,Unknown,Unknown,1288,"Ranch west of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",10409,"https://bit.ly/2QcSy33, https://bit.ly/2NElVtu",5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-09-27|51487,2018-09-27,2018,2018-9,2018-3,51487,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.239756571220997,-98.564934202302,1,0,1,,,1,,131,Unknown,Unknown,1007,"200 Flores St, Los Ebanos, Hidalgo County, Texas, USA",10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-10-13|46030,2018-10-13,2018,2018-10,2018-4,46030,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.0273057,-98.2212979,3,0,3,,,,,135,Unknown (skeletal remains),Unknown,1056,"Brooks County, Texas, USA",10311,https://bit.ly/2D4Mc3k,1,one media source
2018-10-20|46031,2018-10-20,2018,2018-10,2018-4,46031,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.2245449098,-98.30209986679701,1,0,1,,,1,,131,Unknown,Unknown,1286,"Ranch west of Falfurrias, Brooks County, Texas, USA",10311,https://bit.ly/2D4Mc3k,1,one media source
2018-11-13|46087,2018-11-13,2018,2018-11,2018-4,46087,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.194011764208003,-98.274634046484,1,0,1,1,1,,,131,Unknown,Unknown,1286,"Ranch west of Falfurrias, Brooks County, Texas, USA",10452,https://bit.ly/2zlmwf7,1,one media source
2018-11-21|46089,2018-11-21,2018,2018-11,2018-4,46089,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.088454736067,-98.224044482031,2,0,2,,,,,131,Unknown,Unknown,1056,"Brooks County, Texas, USA",10452,https://bit.ly/2zlmwf7,1,one media source
2018-12-01|46125,2018-12-01,2018,2018-12,2018-4,46125,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.122955,-98.0936,1,0,1,,,,,135,Unknown (skeletal remains),Unknown,1266,"Ranch near Falfurrias, Brooks County, Texas, USA",10423,https://bit.ly/2UfVEpM,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2018-12-27|48322,2018-12-27,2018,2018-12,2018-4,48322,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.028916988435,-98.07034530893,1,0,1,,,1,,131,Unknown,Unknown,1257,"Ranch east of the Falfurrias US Border Patrol Checkpoint, Brooks County, Texas, USA (80 miles north of border with Mexico)",10413,https://bit.ly/2RHI3t5,1,one media source
2019-01-16|48351,2019-01-16,2019,2019-1,2019-1,48351,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.258109878807,-98.596733869797,,1,,,,1,,104,Presumed drowning,Drowning,1452,"Río Bravo, near El Chalán, Gustavo Díaz Ordaz, Tamaulipas, Mexico",10321,https://bit.ly/2FMbsMg,1,one media source
2019-02-07|51464,2019-02-07,2019,2019-2,2019-1,51464,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.365378242149,-98.813139596667,1,0,1,,,1,,104,Presumed drowning,Drowning,1473,"Río Bravo, near Las Piedritas, Camargo, Tamaulipas, Mexico",10421,https://bit.ly/2UQfBTy,1,one media source
2019-02-11|51499,2019-02-11,2019,2019-2,2019-1,51499,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.025620837846,-98.163042452485,1,0,1,,1,,,135,Unknown (skeletal remains),Unknown,1278,"Ranch near US Border Patrol checkpoint in Brooks County, Texas, USA",10306,https://bit.ly/2BLavRs,1,one media source
2019-02-14|51500,2019-02-14,2019,2019-2,2019-1,51500,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.040028051146002,-98.103990938813,1,0,1,,,,,135,Unknown (skeletal remains),Unknown,1278,"Ranch near US Border Patrol checkpoint in Brooks County, Texas, USA",10306,https://bit.ly/2BLavRs,1,one media source
2019-02-17|51501,2019-02-17,2019,2019-2,2019-1,51501,2307,Rio Grande City,Texas,26.379440000000002,-98.82,26.982280497005,-98.26737950816099,1,0,1,,,1,,131,Unknown,Unknown,1259,"Ranch in southwest Brooks County, Texas, USA",10306,https://bit.ly/2BLavRs,1,one media source
2019-02-21|51502,2019-02-21,2019,2019-2,2019-1,51502,2307,Rio Grande City,Texas,26.379440000000002,-98.82,27.131022830084,-98.053451252909,2,0,2,,,,,131,Unknown,Unknown,1188,"Multiple locations in Brooks County, Texas, USA",10306,https://bit.ly/2BLavRs,1,one media source
2015-04-14|40342,2015-04-14,2015,2015-4,2015-2,40342,2309,Progreso,Texas,26.061670000000003,-97.94889,26.0379097,-98.0860041,1,0,1,,,1,,102,Drowning,Drowning,1307,"Rio Bravo, Mexico",10013,http://bit.ly/1Q8W76t,1,one media source
2015-06-21|40358,2015-06-21,2015,2015-6,2015-2,40358,2309,Progreso,Texas,26.061670000000003,-97.94889,26.0379097,-98.0860041,1,0,1,,,1,,102,Drowning,Drowning,1307,"Rio Bravo, Mexico",10038,http://bit.ly/1mSBY9T,1,one media source
2016-02-09|42641,2016-02-09,2016,2016-2,2016-1,42641,2309,Progreso,Texas,26.061670000000003,-97.94889,26.1490665,-97.6906534,1,0,1,,,1,,102,Drowning,Drowning,1337,"Rio Grande in Brownsville, Cameron County, Texas",10116,http://bit.ly/2auGFpF,4,"at least one NGO, IGO, or humanitarian actor with direct knowledge"
2016-03-20|42431,2016-03-20,2016,2016-3,2016-1,42431,2309,Progreso,Texas,26.061670000000003,-97.94889,26.9403821,-97.9181768,1,0,1,,1,,,131,Unknown,Unknown,1562,"near Border Patrol Checkpoint in Sarita, Kenedy County, Texas, USA",10035,http://bit.ly/1Zqk0JF,1,one media source
